Date,PM2.5
4/3/2019,14
4/4/2019,184
4/5/2019,154
4/6/2019,97
4/7/2019,87
4/8/2019,65
4/9/2019,16
4/10/2019,187
4/11/2019,131
4/12/2019,101
4/13/2019,35
4/14/2019,20
4/15/2019,99
4/16/2019,55
4/17/2019,35
4/18/2019,186
4/19/2019,81
4/20/2019,124
4/21/2019,131
4/22/2019,27
4/23/2019,1
4/24/2019,144
4/25/2019,163
4/26/2019,61
4/27/2019,70
4/28/2019,97
4/29/2019,156
4/30/2019,29
5/1/2019,139
5/2/2019,37
5/3/2019,159
5/4/2019,30
5/5/2019,91
5/6/2019,129
5/7/2019,103
5/8/2019,124
5/9/2019,178
5/10/2019,75
5/11/2019,155
5/12/2019,169
5/13/2019,72
5/14/2019,117
5/15/2019,191
5/16/2019,164
5/17/2019,134
5/18/2019,40
5/19/2019,53
5/20/2019,96
5/21/2019,166
5/22/2019,140
5/23/2019,74
5/24/2019,176
5/25/2019,22
5/26/2019,200
5/27/2019,85
5/28/2019,170
5/29/2019,106
5/30/2019,128
5/31/2019,180
6/1/2019,65
6/2/2019,61
6/3/2019,104
6/4/2019,169
6/5/2019,127
6/6/2019,74
6/7/2019,14
6/8/2019,121
6/9/2019,134
6/10/2019,121
6/11/2019,41
6/12/2019,133
6/13/2019,65
6/14/2019,186
6/15/2019,83
6/16/2019,154
6/17/2019,180
6/18/2019,123
6/19/2019,153
6/20/2019,85
6/21/2019,103
6/22/2019,161
6/23/2019,27
6/24/2019,29
6/25/2019,71
6/26/2019,28
6/27/2019,99
6/28/2019,11
6/29/2019,184
6/30/2019,33
7/1/2019,88
7/2/2019,129
7/3/2019,112
7/4/2019,40
7/5/2019,188
7/6/2019,184
7/7/2019,164
7/8/2019,188
7/9/2019,41
7/10/2019,92
7/11/2019,89
7/12/2019,6
7/13/2019,178
7/14/2019,4
7/15/2019,149
7/16/2019,24
7/17/2019,24
7/18/2019,68
7/19/2019,21
7/20/2019,62
7/21/2019,26
7/22/2019,137
7/23/2019,165
7/24/2019,129
7/25/2019,121
7/26/2019,161
7/27/2019,62
7/28/2019,146
7/29/2019,181
7/30/2019,154
7/31/2019,74
8/1/2019,176
8/2/2019,37
8/3/2019,77
8/4/2019,142
8/5/2019,49
8/6/2019,51
8/7/2019,10
8/8/2019,10
8/9/2019,128
8/10/2019,200
8/11/2019,168
8/12/2019,146
8/13/2019,72
8/14/2019,163
8/15/2019,0
8/16/2019,126
8/17/2019,4
8/18/2019,80
8/19/2019,116
8/20/2019,70
8/21/2019,68
8/22/2019,160
8/23/2019,197
8/24/2019,52
8/25/2019,20
8/26/2019,96
8/27/2019,172
8/28/2019,13
8/29/2019,87
8/30/2019,140
8/31/2019,35
9/1/2019,42
9/2/2019,144
9/3/2019,44
9/4/2019,49
9/5/2019,167
9/6/2019,161
9/7/2019,72
9/8/2019,97
9/9/2019,104
9/10/2019,35
9/11/2019,111
9/12/2019,161
9/13/2019,15
9/14/2019,41
9/15/2019,168
9/16/2019,186
9/17/2019,50
9/18/2019,195
9/19/2019,140
9/20/2019,189
9/21/2019,94
9/22/2019,134
9/23/2019,162
9/24/2019,174
9/25/2019,113
9/26/2019,33
9/27/2019,176
9/28/2019,27
9/29/2019,28
9/30/2019,191
10/1/2019,70
10/2/2019,188
10/3/2019,147
10/4/2019,90
10/5/2019,99
10/6/2019,68
10/7/2019,109
10/8/2019,12
10/9/2019,22
10/10/2019,63
10/11/2019,132
10/12/2019,139
10/13/2019,193
10/14/2019,62
10/15/2019,12
10/16/2019,68
10/17/2019,195
10/18/2019,188
10/19/2019,11
10/20/2019,199
10/21/2019,56
10/22/2019,107
10/23/2019,33
10/24/2019,123
10/25/2019,151
10/26/2019,128
10/27/2019,167
10/28/2019,109
10/29/2019,86
10/30/2019,0
10/31/2019,191
11/1/2019,101
11/2/2019,192
11/3/2019,157
11/4/2019,124
11/5/2019,193
11/6/2019,146
11/7/2019,101
11/8/2019,169
11/9/2019,158
11/10/2019,93
11/11/2019,106
11/12/2019,92
11/13/2019,95
11/14/2019,184
11/15/2019,38
11/16/2019,3
11/17/2019,55
11/18/2019,120
11/19/2019,129
11/20/2019,140
11/21/2019,96
11/22/2019,185
11/23/2019,29
11/24/2019,193
11/25/2019,77
11/26/2019,192
11/27/2019,91
11/28/2019,94
11/29/2019,81
11/30/2019,85
12/1/2019,25
12/2/2019,45
12/3/2019,28
12/4/2019,23
12/5/2019,193
12/6/2019,5
12/7/2019,18
12/8/2019,29
12/9/2019,176
12/10/2019,41
12/11/2019,27
12/12/2019,123
12/13/2019,63
12/14/2019,110
12/15/2019,171
12/16/2019,167
12/17/2019,95
12/18/2019,98
12/19/2019,44
12/20/2019,138
12/21/2019,85
12/22/2019,129
12/23/2019,122
12/24/2019,40
12/25/2019,20
12/26/2019,128
12/27/2019,70
12/28/2019,15
12/29/2019,5
12/30/2019,20
12/31/2019,53
1/1/2020,175
1/2/2020,128
1/3/2020,8
1/4/2020,10
1/5/2020,56
1/6/2020,168
1/7/2020,69
1/8/2020,65
1/9/2020,41
1/10/2020,121
1/11/2020,91
1/12/2020,47
1/13/2020,77
1/14/2020,80
1/15/2020,83
1/16/2020,8
1/17/2020,175
1/18/2020,105
1/19/2020,177
1/20/2020,147
1/21/2020,6
1/22/2020,29
1/23/2020,163
1/24/2020,6
1/25/2020,178
1/26/2020,119
1/27/2020,122
1/28/2020,34
1/29/2020,32
1/30/2020,86
1/31/2020,66
2/1/2020,8
2/2/2020,194
2/3/2020,96
2/4/2020,159
2/5/2020,193
2/6/2020,47
2/7/2020,193
2/8/2020,42
2/9/2020,72
2/10/2020,137
2/11/2020,200
2/12/2020,183
2/13/2020,156
2/14/2020,32
2/15/2020,157
2/16/2020,135
2/17/2020,171
2/18/2020,136
2/19/2020,6
2/20/2020,25
2/21/2020,169
2/22/2020,35
2/23/2020,79
2/24/2020,170
2/25/2020,85
2/26/2020,154
2/27/2020,50
2/28/2020,48
2/29/2020,192
3/1/2020,186
3/2/2020,154
3/3/2020,187
3/4/2020,181
3/5/2020,108
3/6/2020,159
3/7/2020,188
3/8/2020,36
3/9/2020,121
3/10/2020,200
3/11/2020,178
3/12/2020,32
3/13/2020,183
3/14/2020,167
3/15/2020,66
3/16/2020,128
3/17/2020,75
3/18/2020,194
3/19/2020,181
3/20/2020,63
3/21/2020,102
3/22/2020,140
3/23/2020,38
3/24/2020,57
3/25/2020,16
3/26/2020,160
3/27/2020,149
3/28/2020,65
3/29/2020,8
3/30/2020,91
3/31/2020,16
4/1/2020,23
4/2/2020,140
4/3/2020,4
4/4/2020,79
4/5/2020,97
4/6/2020,141
4/7/2020,118
4/8/2020,141
4/9/2020,149
4/10/2020,155
4/11/2020,1
4/12/2020,106
4/13/2020,194
4/14/2020,175
4/15/2020,80
4/16/2020,5
4/17/2020,98
4/18/2020,72
4/19/2020,26
4/20/2020,98
4/21/2020,148
4/22/2020,0
4/23/2020,111
4/24/2020,46
4/25/2020,111
4/26/2020,140
4/27/2020,160
4/28/2020,190
4/29/2020,118
4/30/2020,6
5/1/2020,10
5/2/2020,80
5/3/2020,198
5/4/2020,153
5/5/2020,122
5/6/2020,33
5/7/2020,91
5/8/2020,91
5/9/2020,95
5/10/2020,199
5/11/2020,3
5/12/2020,47
5/13/2020,138
5/14/2020,43
5/15/2020,191
5/16/2020,84
5/17/2020,13
5/18/2020,115
5/19/2020,183
5/20/2020,48
5/21/2020,64
5/22/2020,143
5/23/2020,111
5/24/2020,169
5/25/2020,125
5/26/2020,18
5/27/2020,142
5/28/2020,39
5/29/2020,87
5/30/2020,69
5/31/2020,135
6/1/2020,173
6/2/2020,81
6/3/2020,110
6/4/2020,13
6/5/2020,21
6/6/2020,13
6/7/2020,185
6/8/2020,188
6/9/2020,196
6/10/2020,124
6/11/2020,70
6/12/2020,141
6/13/2020,92
6/14/2020,6
6/15/2020,179
6/16/2020,103
6/17/2020,165
6/18/2020,81
6/19/2020,1
6/20/2020,60
6/21/2020,169
6/22/2020,39
6/23/2020,2
6/24/2020,0
6/25/2020,21
6/26/2020,172
6/27/2020,96
6/28/2020,113
6/29/2020,184
6/30/2020,40
7/1/2020,11
7/2/2020,25
7/3/2020,109
7/4/2020,103
7/5/2020,1
7/6/2020,64
7/7/2020,110
7/8/2020,70
7/9/2020,150
7/10/2020,49
7/11/2020,193
7/12/2020,73
7/13/2020,191
7/14/2020,156
7/15/2020,97
7/16/2020,137
7/17/2020,77
7/18/2020,199
7/19/2020,141
7/20/2020,57
7/21/2020,187
7/22/2020,32
7/23/2020,17
7/24/2020,181
7/25/2020,23
7/26/2020,63
7/27/2020,142
7/28/2020,81
7/29/2020,76
7/30/2020,133
7/31/2020,126
8/1/2020,19
8/2/2020,119
8/3/2020,158
8/4/2020,31
8/5/2020,63
8/6/2020,21
8/7/2020,4
8/8/2020,130
8/9/2020,11
8/10/2020,58
8/11/2020,102
8/12/2020,118
8/13/2020,31
8/14/2020,86
8/15/2020,24
8/16/2020,146
8/17/2020,151
8/18/2020,172
8/19/2020,123
8/20/2020,12
8/21/2020,3
8/22/2020,2
8/23/2020,151
8/24/2020,100
8/25/2020,150
8/26/2020,168
8/27/2020,3
8/28/2020,68
8/29/2020,194
8/30/2020,46
8/31/2020,185
9/1/2020,168
9/2/2020,80
9/3/2020,142
9/4/2020,86
9/5/2020,62
9/6/2020,164
9/7/2020,102
9/8/2020,5
9/9/2020,14
9/10/2020,33
9/11/2020,14
9/12/2020,119
9/13/2020,162
9/14/2020,112
9/15/2020,86
9/16/2020,44
9/17/2020,73
9/18/2020,13
9/19/2020,89
9/20/2020,167
9/21/2020,110
9/22/2020,7
9/23/2020,172
9/24/2020,195
9/25/2020,109
9/26/2020,132
9/27/2020,43
9/28/2020,191
9/29/2020,47
9/30/2020,64
10/1/2020,170
10/2/2020,141
10/3/2020,58
10/4/2020,128
10/5/2020,25
10/6/2020,32
10/7/2020,30
10/8/2020,105
10/9/2020,160
10/10/2020,192
10/11/2020,161
10/12/2020,70
10/13/2020,129
10/14/2020,127
10/15/2020,83
10/16/2020,133
10/17/2020,145
10/18/2020,70
10/19/2020,3
10/20/2020,105
10/21/2020,171
10/22/2020,77
10/23/2020,53
10/24/2020,67
10/25/2020,86
10/26/2020,108
10/27/2020,119
10/28/2020,147
10/29/2020,138
10/30/2020,44
10/31/2020,104
11/1/2020,75
11/2/2020,178
11/3/2020,130
11/4/2020,17
11/5/2020,112
11/6/2020,198
11/7/2020,134
11/8/2020,192
11/9/2020,110
11/10/2020,62
11/11/2020,151
11/12/2020,151
11/13/2020,173
11/14/2020,61
11/15/2020,90
11/16/2020,136
11/17/2020,163
11/18/2020,18
11/19/2020,5
11/20/2020,165
11/21/2020,185
11/22/2020,99
11/23/2020,194
11/24/2020,136
11/25/2020,91
11/26/2020,153
11/27/2020,80
11/28/2020,115
11/29/2020,106
11/30/2020,39
12/1/2020,49
12/2/2020,62
12/3/2020,88
12/4/2020,121
12/5/2020,97
12/6/2020,166
12/7/2020,100
12/8/2020,124
12/9/2020,76
12/10/2020,1
12/11/2020,83
12/12/2020,149
12/13/2020,97
12/14/2020,52
12/15/2020,162
12/16/2020,63
12/17/2020,165
12/18/2020,184
12/19/2020,181
12/20/2020,94
12/21/2020,151
12/22/2020,186
12/23/2020,138
12/24/2020,39
12/25/2020,100
12/26/2020,22
12/27/2020,5
12/28/2020,148
12/29/2020,98
12/30/2020,33
12/31/2020,93
1/1/2021,148
1/2/2021,67
1/3/2021,138
1/4/2021,114
1/5/2021,55
1/6/2021,40
1/7/2021,137
1/8/2021,101
1/9/2021,74
1/10/2021,196
1/11/2021,129
1/12/2021,38
1/13/2021,21
1/14/2021,111
1/15/2021,53
1/16/2021,91
1/17/2021,35
1/18/2021,175
1/19/2021,43
1/20/2021,101
1/21/2021,60
1/22/2021,173
1/23/2021,58
1/24/2021,110
1/25/2021,95
1/26/2021,107
1/27/2021,51
1/28/2021,118
1/29/2021,64
1/30/2021,176
1/31/2021,53
2/1/2021,199
2/2/2021,23
2/3/2021,31
2/4/2021,171
2/5/2021,3
2/6/2021,184
2/7/2021,114
2/8/2021,170
2/9/2021,195
2/10/2021,153
2/11/2021,86
2/12/2021,103
2/13/2021,130
2/14/2021,136
2/15/2021,102
2/16/2021,145
2/17/2021,53
2/18/2021,108
2/19/2021,33
2/20/2021,149
2/21/2021,121
2/22/2021,107
2/23/2021,26
2/24/2021,45
2/25/2021,19
2/26/2021,130
2/27/2021,195
2/28/2021,4
3/1/2021,20
3/2/2021,31
3/3/2021,164
3/4/2021,65
3/5/2021,110
3/6/2021,63
3/7/2021,23
3/8/2021,102
3/9/2021,106
3/10/2021,82
3/11/2021,195
3/12/2021,168
3/13/2021,121
3/14/2021,4
3/15/2021,99
3/16/2021,199
3/17/2021,108
3/18/2021,24
3/19/2021,194
3/20/2021,74
3/21/2021,114
3/22/2021,188
3/23/2021,35
3/24/2021,49
3/25/2021,124
3/26/2021,165
3/27/2021,162
3/28/2021,13
3/29/2021,7
3/30/2021,23
3/31/2021,78
4/1/2021,100
4/2/2021,138
4/3/2021,119
4/4/2021,72
4/5/2021,7
4/6/2021,199
4/7/2021,136
4/8/2021,84
4/9/2021,126
4/10/2021,147
4/11/2021,166
4/12/2021,108
4/13/2021,145
4/14/2021,162
4/15/2021,193
4/16/2021,153
4/17/2021,180
4/18/2021,78
4/19/2021,69
4/20/2021,20
4/21/2021,130
4/22/2021,106
4/23/2021,134
4/24/2021,68
4/25/2021,31
4/26/2021,126
4/27/2021,171
4/28/2021,126
4/29/2021,91
4/30/2021,70
5/1/2021,94
5/2/2021,108
5/3/2021,169
5/4/2021,96
5/5/2021,76
5/6/2021,69
5/7/2021,46
5/8/2021,88
5/9/2021,26
5/10/2021,79
5/11/2021,200
5/12/2021,197
5/13/2021,87
5/14/2021,137
5/15/2021,17
5/16/2021,167
5/17/2021,44
5/18/2021,81
5/19/2021,200
5/20/2021,6
5/21/2021,0
5/22/2021,7
5/23/2021,138
5/24/2021,59
5/25/2021,46
5/26/2021,28
5/27/2021,170
5/28/2021,39
5/29/2021,152
5/30/2021,193
5/31/2021,75
6/1/2021,125
6/2/2021,28
6/3/2021,75
6/4/2021,100
6/5/2021,34
6/6/2021,75
6/7/2021,51
6/8/2021,184
6/9/2021,119
6/10/2021,40
6/11/2021,74
6/12/2021,161
6/13/2021,123
6/14/2021,30
6/15/2021,52
6/16/2021,126
6/17/2021,98
6/18/2021,110
6/19/2021,94
6/20/2021,200
6/21/2021,188
6/22/2021,85
6/23/2021,133
6/24/2021,123
6/25/2021,185
6/26/2021,150
6/27/2021,81
6/28/2021,161
6/29/2021,69
6/30/2021,183
7/1/2021,46
7/2/2021,168
7/3/2021,141
7/4/2021,113
7/5/2021,125
7/6/2021,36
7/7/2021,116
7/8/2021,27
7/9/2021,178
7/10/2021,179
7/11/2021,188
7/12/2021,121
7/13/2021,98
7/14/2021,5
7/15/2021,170
7/16/2021,134
7/17/2021,97
7/18/2021,27
7/19/2021,90
7/20/2021,163
7/21/2021,119
7/22/2021,41
7/23/2021,5
7/24/2021,10
7/25/2021,138
7/26/2021,151
7/27/2021,114
7/28/2021,172
7/29/2021,196
7/30/2021,130
7/31/2021,147
8/1/2021,105
8/2/2021,186
8/3/2021,79
8/4/2021,169
8/5/2021,76
8/6/2021,161
8/7/2021,101
8/8/2021,190
8/9/2021,190
8/10/2021,187
8/11/2021,118
8/12/2021,141
8/13/2021,53
8/14/2021,71
8/15/2021,80
8/16/2021,14
8/17/2021,197
8/18/2021,139
8/19/2021,68
8/20/2021,185
8/21/2021,28
8/22/2021,128
8/23/2021,98
8/24/2021,144
8/25/2021,69
8/26/2021,146
8/27/2021,101
8/28/2021,59
8/29/2021,87
8/30/2021,163
8/31/2021,78
9/1/2021,8
9/2/2021,119
9/3/2021,179
9/4/2021,53
9/5/2021,39
9/6/2021,9
9/7/2021,76
9/8/2021,115
9/9/2021,161
9/10/2021,194
9/11/2021,136
9/12/2021,180
9/13/2021,167
9/14/2021,36
9/15/2021,159
9/16/2021,184
9/17/2021,159
9/18/2021,96
9/19/2021,26
9/20/2021,81
9/21/2021,80
9/22/2021,39
9/23/2021,13
9/24/2021,81
9/25/2021,134
9/26/2021,89
9/27/2021,177
9/28/2021,178
9/29/2021,90
9/30/2021,12
10/1/2021,8
10/2/2021,138
10/3/2021,92
10/4/2021,158
10/5/2021,48
10/6/2021,72
10/7/2021,5
10/8/2021,162
10/9/2021,148
10/10/2021,121
10/11/2021,103
10/12/2021,70
10/13/2021,108
10/14/2021,114
10/15/2021,55
10/16/2021,39
10/17/2021,125
10/18/2021,54
10/19/2021,116
10/20/2021,111
10/21/2021,107
10/22/2021,58
10/23/2021,155
10/24/2021,169
10/25/2021,73
10/26/2021,91
10/27/2021,156
10/28/2021,125
10/29/2021,9
10/30/2021,121
10/31/2021,149
11/1/2021,70
11/2/2021,107
11/3/2021,107
11/4/2021,24
11/5/2021,148
11/6/2021,138
11/7/2021,181
11/8/2021,20
11/9/2021,72
11/10/2021,106
11/11/2021,93
11/12/2021,76
11/13/2021,123
11/14/2021,30
11/15/2021,149
11/16/2021,99
11/17/2021,142
11/18/2021,144
11/19/2021,162
11/20/2021,133
11/21/2021,34
11/22/2021,10
11/23/2021,87
11/24/2021,152
11/25/2021,184
11/26/2021,16
11/27/2021,110
11/28/2021,137
11/29/2021,87
11/30/2021,35
12/1/2021,139
12/2/2021,18
12/3/2021,157
12/4/2021,167
12/5/2021,199
12/6/2021,144
12/7/2021,189
12/8/2021,41
12/9/2021,130
12/10/2021,28
12/11/2021,155
12/12/2021,10
12/13/2021,180
12/14/2021,146
12/15/2021,152
12/16/2021,111
12/17/2021,156
12/18/2021,118
12/19/2021,89
12/20/2021,175
12/21/2021,185
12/22/2021,131
12/23/2021,21
12/24/2021,39
12/25/2021,194
12/26/2021,39
12/27/2021,47
12/28/2021,99
12/29/2021,120
12/30/2021,137
12/31/2021,198
1/1/2022,124
1/2/2022,93
1/3/2022,139
1/4/2022,86
1/5/2022,53
1/6/2022,102
1/7/2022,163
1/8/2022,95
1/9/2022,42
1/10/2022,166
1/11/2022,129
1/12/2022,38
1/13/2022,144
1/14/2022,4
1/15/2022,51
1/16/2022,189
1/17/2022,34
1/18/2022,81
1/19/2022,30
1/20/2022,157
1/21/2022,180
